Place,Place_Normalized,Question,Question_Text,Comments,Answer,Points earned,Possible points,Weight,Max possible
Tibati '10,Tibati,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ","a.  Oui, l'information exhaustive sur les actifs financiers est présentée, y compris une liste des capitaux, une discussion de leur but, et une évaluation de leur valeur marchande. ",1,0,0,0,0
Tibati '10,Tibati,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ","b.  Oui, l'information est présentée, accentuant l'information clé, avec quelques détails. ",,0,0,0,0
Tibati '10,Tibati,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ","c.  Non, l'information sur les actifs financiers n'est pas présentée. ",,0,0,0,0
Tibati '10,Tibati,5,"Est-ce que les documents de budget présentent des informations sur les actifs financiers  (par exemple, les dépôts en banque, dette, parts, etc.) détenu par le Conseil municipal? ",d.  Pas applicable/autre (svp produire un commentaire). Commentaire:,,CF. Pieces annexes edictes pour accompagnement a l'approbation des budgets et comptes administratifs de gestion (Sommier des batiments et etat de bien acquis).,,,
Tibati '10,Tibati,6,"Est-ce que les documents de budget présentent des informations sur les actifs non financiers (par exemple  bâtiments, véhicules, etc.) détenus par le Conseil municipal? ","a.  Oui, l'information exhaustive sur les actifs non financiers est présentée, y compris une liste des capitaux, une discussion de leur but, et une évaluation de leur valeur marchande. ",,0,0,0,0
Tibati '10,Tibati,6,"Est-ce que les documents de budget présentent des informations sur les actifs non financiers (par exemple  bâtiments, véhicules, etc.) détenus par le Conseil municipal? ","b.  Oui, l'information est présentée, accentuant l'information clé,  avec quelques  détails. ",,0,0,0,0
Tibati '10,Tibati,6,"Est-ce que les documents de budget présentent des informations sur les actifs non financiers (par exemple  bâtiments, véhicules, etc.) détenus par le Conseil municipal? ","c.  Non, l'information sur les actifs non financiers n'est pas présentée. ",,0,0,0,0
Tibati '10,Tibati,6,"Est-ce que les documents de budget présentent des informations sur les actifs non financiers (par exemple  bâtiments, véhicules, etc.) détenus par le Conseil municipal? ",Pas applicable/autre (svp produire un commentaire). Commentaire: ,,,,,
Tibati '10,Tibati,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",a.  Toutes les sources d'assistance des donateurs sont identifiées individuellement. ,1,0,0,0,0
Tibati '10,Tibati,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",b.  Quelques sources d'assistance des donateurs sont identifiées individuellement. ,,0,0,0,0
Tibati '10,Tibati,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",c.  Aucune source d'assistance des donateurs n'est identifiée individuellement. ,,0,0,0,0
Tibati '10,Tibati,7,"Les documents de budget fournissent-ils des détails sur les sources de l'aide des donateurs, tant financier que matériels (par exemple, le matériel fourni, infrastructure établie, etc.)? ",Pas applicable/autres (svp produire un commentaire). Commentaire: ,,"Tous les dons sont pris en charge en comptabilite - materis pares leur reception par deliberation du conseil municipal, qu'ils soient en nature ou en especes.",,,
Tibati '10,Tibati,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",a.  Des données non financières sont présentées pour tous les programmes. ,1,0,0,0,0
Tibati '10,Tibati,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",b.  Des données non financières sont présentées pour quelques programmes. ,,0,0,0,0
Tibati '10,Tibati,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",c.  Aucune donnée non financière n'est présentée. ,,0,0,0,0
Tibati '10,Tibati,8,"Les documents de budget (comme le budget ou le compte rendu de la session budgétaire ou de la session administrative de compte) présentent- t-ils  des données non financières, telles que le nombre de bénéficiaires, des programmes de dépense? ",Pas applicable/autres (svp produire un commentaire). Commentaire: ,,Vanant en appui direct a la Commune ,,,
Tibati '10,Tibati,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",a.  Des indicateurs de performance sont présentés pour tous les programmes. ,,0,0,0,0
Tibati '10,Tibati,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",b.  Des indicateurs de performance sont présentés pour quelques programmes. ,1,0,0,0,0
Tibati '10,Tibati,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",c.  Aucun indicateur de performance n'est présenté. ,,0,0,0,0
Tibati '10,Tibati,9,"Les documents de budget contiennent-ils des indicateurs de performances (par exemple nombre de kilomètres des routes construites, nombre de salles de classe construites, nombre de bureaux d'école fournis, etc.) pour des programmes de dépense? ",Pas applicable/autres (svp produire un commentaire). Commentaire : ,,,,,
Tibati '10,Tibati,10,"Est ce que le Conseil municipal publie la présentation non technique destinée  aux citoyens  qui décrit le budget et ses propositions (par exemple un sommaire de budget, une version citoyen-amicale du budget, etc.)? ",a. Oui,1,0,0,0,0
Tibati '10,Tibati,10,"Est ce que le Conseil municipal publie la présentation non technique destinée  aux citoyens  qui décrit le budget et ses propositions (par exemple un sommaire de budget, une version citoyen-amicale du budget, etc.)? ",b. Non,,0,0,0,0
Tibati '10,Tibati,10,"Est ce que le Conseil municipal publie la présentation non technique destinée  aux citoyens  qui décrit le budget et ses propositions (par exemple un sommaire de budget, une version citoyen-amicale du budget, etc.)? ","Si oui, quel genre d'informations la présentation non technique inclut-elle? Svp commenter:",Rapport presente sur les projets d'interet communautaires ou general.,,,,
Tibati '10,Tibati,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,a.     Moins de 25% ,,0,0,0,0
Tibati '10,Tibati,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,b.     Entre 25-50% ,,0,0,0,0
Tibati '10,Tibati,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,c.     Entre 50-75% ,,0,0,0,0
Tibati '10,Tibati,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,d.     Plus de 75% ,1,0,0,0,0
Tibati '10,Tibati,11,Quel pourcentage de membres de Conseils municipaux participent ou sont consultés réellement dans le processus didentification des axes prioritaires du budget?  ,Pas applicable/autres (svp produire un commentaire). Commentaire : ,,Le plan communal de developpement elabore de manier participative et adopte pare le conseil municipal est la source de budgetisation des projets annuels de cette Commune ,,,
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,a.  Oui ,1,See c.,,,
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,b.  Non ,,0,0,0,0
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,"c.  Si oui, quelle genre de consultations avec le public sont tenues ",,0,0,0,0
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,1)     participation active des citoyens au cours des discussions du conseil local ,,0,0,0,0
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,2)     les conseils locaux discutent le budget avec des citoyens dans leurs districts ,,0,0,0,0
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,3)     autre (svp produire un descriptif) :,1,0,0,0,0
Tibati '10,Tibati,12,Le maire tient-il des consultations avec le public en tant qu'élément de son processus didentification des axes prioritaires du budget?  ,Pas applicable/autres (svp produire un commentaire). Commentaire : ,,"Rencontres et reunions avec autorites administratives, comites de concertation des villages, autorites traditionnelles et religieuses et leaders d'associations concourant au developpement. ",,,
